Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Attendance,Referee,HS,AS,HST,AST,HHW,AHW,HC,AC,HF,AF,HO,AO,HY,AY,HR,AR,Season,B365H,B365D,B365A,BWH,BWD,BWA,GBH,GBD,GBA,IWH,IWD,IWA,LBH,LBD,LBA,SBH,SBD,SBA,WHH,WHD,WHA,SJH,SJD,SJA,VCH,VCD,VCA,BSH,BSD,BSA,Bb1X2,BbMxH,BbAvH,BbMxD,BbAvD,BbMxA,BbAvA,BbOU,BbMx>2.5,BbAv>2.5,BbMx<2.5,BbAv<2.5,BbAH,BbAHh,BbMxAHH,BbAvAHH,BbMxAHA,BbAvAHA,PSH,PSD,PSA,PSCH,PSCD,PSCA,Time,MaxH,MaxD,MaxA,AvgH,AvgD,AvgA,B365>2.5,B365<2.5,P>2.5,P<2.5,Max>2.5,Max<2.5,Avg>2.5,Avg<2.5,AHh,B365AHH,B365AHA,PAHH,PAHA,MaxAHH,MaxAHA,AvgAHH,AvgAHA,B365CH,B365CD,B365CA,BWCH,BWCD,BWCA,IWCH,IWCD,IWCA,WHCH,WHCD,WHCA,VCCH,VCCD,VCCA,MaxCH,MaxCD,MaxCA,AvgCH,AvgCD,AvgCA,B365C>2.5,B365C<2.5,PC>2.5,PC<2.5,MaxC>2.5,MaxC<2.5,AvgC>2.5,AvgC<2.5,AHCh,B365CAHH,B365CAHA,PCAHH,PCAHA,MaxCAHH,MaxCAHA,AvgCAHH,AvgCAHA,Over25Odds,home_form_form_pts,home_form_form_wins,home_form_form_goals_scored,home_form_form_goals_conceded,home_form_form_goal_diff,home_form_form_corners,home_form_form_shots,home_form_form_shots_on_target,away_form_form_pts,away_form_form_wins,away_form_form_goals_scored,away_form_form_goals_conceded,away_form_form_goal_diff,away_form_form_corners,away_form_form_shots,away_form_form_shots_on_target,home_avg_goals_for,home_avg_goals_against,home_avg_corners_for,home_avg_corners_against,home_avg_shots_for,home_avg_shots_against,away_avg_goals_for,away_avg_goals_against,away_avg_corners_for,away_avg_corners_against,away_avg_shots_for,away_avg_shots_against,is_home_favorite,is_high_total_goals,odds_margin,expected_goals_prob,importance_score,is_derby,h2h_avg_corners,h2h_avg_goals,h2h_total_matches,team_avg_total_corners,is_high_corners_match,low_form_total_corners,low_attack_symmetry,low_conceding_pair,is_low_total_goals,has_odds,total_corners
E0,2010-03-20,Arsenal,West Ham,2,0,H,1,0,H,,M Atkinson,9,8,5,4,,,4,2,7,24,,,1,4,1,0,2009-10,1.25,5.75,13.0,1.22,5.5,12.0,1.22,5.5,13.0,1.22,5.5,12.0,1.22,5.5,15.0,1.2,5.5,12.0,1.22,5.5,15.0,1.2,6.0,15.0,1.22,6.0,15.0,1.22,5.5,15.0,29.0,1.25,1.22,6.81,5.85,16.29,13.95,22.0,1.57,1.53,2.61,2.39,12.0,0.0,1.06,1.03,13.0,10.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.53,9,3,11,3,8,32,82,47,12,4,7,9,-2,26,65,36,2.526315789473684,0.7894736842105263,6.947368421052632,3.0,16.105263157894736,6.7368421052631575,1.947368421052632,0.8947368421052632,7.421052631578948,4.315789473684211,14.947368421052632,10.789473684210526,1,1,11.75,0.6535947712418301,14.25,0,14.4,1.8,5,29.0,0,0,0,1,0,True,6
E0,2011-10-01,Wolves,Newcastle,1,2,A,0,2,A,,M Halsey,25,10,12,6,,,10,5,7,10,,,1,2,0,0,2011-12,2.5,3.25,2.88,2.45,3.2,2.85,2.4,3.2,2.9,2.4,3.2,2.7,2.4,3.3,3.0,2.45,3.2,2.85,2.38,3.25,3.0,2.38,3.3,3.0,2.5,3.3,3.1,2.4,3.25,2.9,44.0,2.54,2.43,3.4,3.26,3.1,2.92,39.0,2.15,2.06,1.83,1.73,23.0,-0.25,2.14,2.1,1.81,1.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.06,7,2,3,7,-4,25,54,27,8,2,7,3,4,29,73,43,1.0,2.263157894736842,6.421052631578948,6.0,12.421052631578949,15.68421052631579,1.7894736842105263,1.4210526315789471,6.473684210526316,3.473684210526316,15.263157894736842,9.894736842105264,1,0,0.3799999999999999,0.4854368932038835,1.38,0,10.25,2.75,4,27.0,1,0,0,0,0,True,15
E0,2009-08-22,Arsenal,Portsmouth,4,1,H,2,1,H,,S Bennett,19,9,16,4,,,8,4,9,10,,,1,0,0,0,2009-10,1.17,7.0,19.0,1.15,6.0,15.0,1.2,5.75,14.0,1.2,5.5,14.0,1.2,6.0,15.0,1.17,6.0,13.0,1.17,6.5,19.0,1.18,6.5,15.0,1.17,6.5,15.0,1.17,7.0,17.0,38.0,1.2,1.18,7.5,6.41,24.5,15.98,30.0,1.68,1.62,2.41,2.21,21.0,0.0,1.03,1.02,15.71,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.62,4,1,14,6,8,38,83,47,12,4,3,6,-3,21,50,19,2.526315789473684,0.7894736842105263,6.947368421052632,3.0,16.105263157894736,6.7368421052631575,1.7894736842105263,0.5263157894736842,8.263157894736842,4.105263157894737,14.842105263157896,10.052631578947368,1,1,17.83,0.6172839506172839,20.33,0,12.2,1.6,5,29.5,1,0,0,1,0,True,12
E0,2013-12-01,Tottenham,Man United,2,2,D,1,1,D,,M Dean,10,8,4,3,,,7,7,9,15,,,1,3,0,0,2013-14,2.8,3.5,2.63,2.75,3.3,2.5,,,,2.6,3.2,2.6,2.62,3.3,2.62,,,,2.7,3.1,2.7,2.63,3.3,2.63,2.75,3.4,2.7,,,,38.0,2.84,2.7,3.5,3.28,2.7,2.62,36.0,2.07,1.98,1.88,1.81,21.0,0.0,2.01,1.96,1.94,1.89,2.8,3.44,2.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.98,7,2,3,7,-4,35,88,37,8,2,10,6,4,33,62,21,1.5789473684210529,1.2105263157894737,6.315789473684211,4.526315789473684,15.63157894736842,10.157894736842104,1.1578947368421053,1.8421052631578947,5.526315789473684,5.105263157894737,14.052631578947368,11.789473684210526,0,1,-0.1699999999999999,0.5050505050505051,1.67,0,12.2,2.8,5,34.0,1,0,0,0,0,True,14
E0,2015-11-28,Leicester,Man United,1,1,D,1,1,D,,C Pawson,7,10,3,2,,,1,8,5,7,,,0,1,0,0,2015-16,3.1,3.5,2.4,2.95,3.4,2.4,,,,2.9,3.3,2.3,3.0,3.4,2.38,,,,3.1,3.1,2.4,,,,3.3,3.4,2.38,,,,47.0,3.3,3.13,3.53,3.35,2.4,2.34,41.0,2.11,2.02,1.87,1.78,27.0,0.25,1.92,1.88,2.03,1.99,3.26,3.45,2.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.02,7,2,11,5,6,27,81,28,5,1,7,1,6,27,47,18,1.8421052631578947,0.9473684210526316,4.789473684210527,5.473684210526316,14.526315789473683,12.157894736842104,1.368421052631579,1.1578947368421053,4.421052631578948,5.842105263157895,13.31578947368421,9.578947368421051,0,0,-0.7000000000000002,0.495049504950495,0.7000000000000002,0,9.6,3.8,5,27.0,0,0,0,0,0,True,9
E0,2014-12-02,Man United,Stoke,2,1,H,1,1,D,,J Moss,10,5,3,4,,,2,2,8,13,,,2,4,0,0,2014-15,1.45,4.5,8.5,1.44,4.25,7.25,,,,1.4,4.4,7.3,1.44,4.5,7.5,,,,1.5,3.6,8.0,,,,1.45,4.5,8.0,,,,43.0,1.5,1.44,4.8,4.45,9.1,7.9,41.0,1.87,1.78,2.1,2.02,26.0,-1.0,1.78,1.72,2.3,2.18,1.44,4.7,8.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.78,10,3,7,3,4,31,75,22,7,2,5,7,-2,36,78,19,2.1578947368421053,0.7894736842105263,5.7368421052631575,4.0,14.842105263157896,7.842105263157895,1.2105263157894737,0.8421052631578947,6.947368421052632,4.2105263157894735,12.842105263157896,10.157894736842104,1,1,7.05,0.5617977528089888,9.55,0,11.6,3.6,5,33.5,0,0,0,1,0,True,4
E0,2014-03-29,Crystal Palace,Chelsea,1,0,H,0,0,D,,L Mason,14,21,4,2,,,2,13,10,4,,,4,1,0,0,2013-14,10.0,4.75,1.4,7.5,4.6,1.4,,,,7.3,4.4,1.4,7.5,4.33,1.44,,,,10.0,3.75,1.44,9.0,4.33,1.4,9.5,4.5,1.44,,,,49.0,10.5,8.8,4.77,4.32,1.45,1.41,46.0,2.14,2.03,1.85,1.77,27.0,1.0,2.3,2.18,1.76,1.71,9.63,4.47,1.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.03,5,1,1,5,-4,25,48,17,12,4,14,2,12,29,90,33,0.9473684210526316,1.2105263157894737,5.052631578947368,5.631578947368421,11.31578947368421,13.63157894736842,0.8421052631578947,1.4736842105263157,5.473684210526316,6.2105263157894735,12.473684210526317,16.789473684210527,0,0,-8.6,0.4926108374384237,8.6,0,8.333333333333334,3.333333333333333,3,27.0,1,0,0,0,0,True,15
E0,2011-10-15,Wigan,Bolton,1,3,A,1,2,A,,M Dean,13,14,9,11,,,5,4,16,14,,,4,4,0,0,2011-12,2.3,3.3,3.2,2.3,3.3,3.2,2.25,3.25,3.1,2.3,3.2,2.8,2.25,3.3,3.2,2.3,3.3,2.9,2.3,3.3,3.1,2.3,3.3,3.2,2.38,3.4,3.2,2.2,3.2,3.2,48.0,2.38,2.29,3.42,3.28,3.3,3.12,44.0,2.0,1.9,2.0,1.88,25.0,-0.25,2.06,2.01,1.88,1.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9,12,4,4,10,-6,31,50,32,6,2,3,18,-15,23,51,37,1.1578947368421053,1.4210526315789471,7.105263157894737,4.578947368421052,13.157894736842104,11.157894736842104,2.0,1.2105263157894737,7.736842105263157,5.2631578947368425,16.94736842105263,11.210526315789474,1,1,0.9000000000000004,0.5263157894736842,3.4000000000000004,0,10.8,1.6,5,27.0,0,0,0,0,0,True,9
E0,2013-12-26,Everton,Sunderland,0,1,A,0,1,A,,L Probert,26,13,9,6,,,11,2,11,7,,,1,0,1,0,2013-14,1.36,5.25,9.5,1.36,4.75,7.75,,,,1.37,4.6,7.5,1.4,4.5,7.5,,,,1.4,4.5,8.0,1.36,4.8,9.0,1.36,4.0,9.5,,,,38.0,1.4,1.36,5.25,4.79,11.08,8.99,37.0,1.76,1.68,2.25,2.14,19.0,-1.5,2.11,2.04,1.88,1.8,1.36,5.21,11.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.68,7,2,12,3,9,35,85,33,3,0,4,6,-2,31,67,18,2.0,1.0,7.578947368421052,4.315789473684211,16.473684210526315,11.947368421052632,1.736842105263158,1.0526315789473684,6.315789473684211,4.2631578947368425,18.63157894736842,10.526315789473683,1,1,8.14,0.5952380952380952,10.64,0,8.8,2.4,5,33.0,1,0,0,0,0,True,13
E0,2012-02-04,Norwich,Bolton,2,0,H,0,0,D,,L Probert,22,10,9,6,,,4,7,6,6,,,0,0,0,0,2011-12,2.0,3.5,3.75,2.0,3.4,3.6,1.95,3.5,3.6,1.9,3.3,3.7,2.05,3.3,3.6,2.0,3.4,3.6,1.95,3.2,3.3,2.05,3.4,3.6,2.05,3.6,3.8,2.0,3.4,3.5,39.0,2.1,2.02,3.63,3.39,3.85,3.63,33.0,1.82,1.75,2.18,2.05,18.0,-0.5,2.11,2.04,1.88,1.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.75,5,1,5,6,-1,21,55,26,8,2,6,6,0,27,65,37,1.4736842105263157,1.5789473684210529,4.105263157894737,5.157894736842105,13.473684210526317,13.789473684210526,2.0,1.2105263157894737,7.736842105263157,5.2631578947368425,16.94736842105263,11.210526315789474,1,1,1.75,0.5714285714285714,4.25,0,12.0,3.0,3,24.0,0,0,0,0,0,True,11
E0,2016-12-26,Arsenal,West Brom,1,0,H,0,0,D,,N Swarbrick,26,3,11,1,,,6,5,11,7,,,2,1,0,0,2016-17,1.33,5.5,8.5,1.3,5.0,10.0,,,,1.33,5.3,8.7,1.33,5.0,9.5,,,,1.33,5.0,11.0,,,,1.33,5.4,10.5,,,,50.0,1.4,1.34,5.75,5.31,11.0,9.47,43.0,1.65,1.6,2.45,2.32,29.0,-1.5,2.04,1.96,1.95,1.88,1.35,5.58,10.12,1.35,5.55,10.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6,12,4,13,7,6,16,71,23,10,3,7,6,1,12,51,11,2.0526315789473686,0.8421052631578947,6.947368421052632,4.578947368421052,17.31578947368421,10.473684210526317,1.5263157894736843,0.8421052631578947,5.526315789473684,4.105263157894737,14.052631578947368,9.473684210526317,1,1,7.17,0.625,9.67,0,10.6,2.4,5,14.0,0,0,0,1,0,True,11
E0,2013-01-21,Southampton,Everton,0,0,D,0,0,D,,N Swarbrick,14,10,11,7,,,10,6,14,11,,,2,1,0,0,2012-13,3.6,3.5,2.05,3.9,3.5,1.91,3.9,3.5,1.91,3.6,3.3,2.0,3.5,3.3,2.1,,,,4.0,3.2,2.0,3.5,3.6,2.05,3.8,3.6,2.05,3.6,3.5,2.0,40.0,4.11,3.7,3.6,3.42,2.1,2.02,39.0,1.87,1.78,2.1,2.03,22.0,0.5,1.89,1.85,2.1,2.01,3.93,3.6,2.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.78,4,0,8,7,1,20,42,23,4,1,7,5,2,36,67,37,1.368421052631579,1.263157894736842,5.947368421052632,4.947368421052632,13.526315789473683,8.842105263157896,1.2105263157894737,1.1578947368421053,5.631578947368421,5.842105263157895,12.263157894736842,13.526315789473683,0,1,-1.5500000000000005,0.5617977528089888,3.0500000000000003,0,12.0,3.0,5,28.0,1,0,0,0,0,True,16
E0,2015-02-10,Sunderland,QPR,0,2,A,0,2,A,,M Atkinson,16,19,5,4,,,8,4,8,12,,,2,3,0,0,2014-15,1.91,3.6,4.5,1.91,3.5,4.25,,,,1.9,3.45,3.8,1.87,3.5,4.5,,,,1.91,3.3,4.33,,,,1.93,3.5,4.6,,,,50.0,1.96,1.9,3.69,3.48,4.6,4.31,48.0,2.23,2.14,1.77,1.7,27.0,-0.5,1.93,1.88,2.03,1.99,1.9,3.69,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.14,10,3,6,7,-1,23,29,13,7,2,3,9,-6,21,85,24,0.8421052631578947,1.4210526315789471,5.894736842105263,4.157894736842105,11.210526315789474,13.842105263157896,2.5789473684210527,1.0,6.842105263157895,4.421052631578948,17.736842105263158,11.842105263157896,1,0,2.59,0.4672897196261682,3.59,0,11.6,2.8,5,22.0,1,0,0,0,0,True,12
E0,2010-03-27,Birmingham,Arsenal,1,1,D,0,0,D,,H Webb,7,13,3,8,,,3,6,13,13,,,3,2,0,0,2009-10,7.0,4.2,1.5,6.25,4.1,1.48,6.5,3.75,1.53,6.0,3.7,1.55,5.5,3.5,1.53,6.0,3.75,1.5,6.5,3.8,1.53,6.5,4.0,1.53,7.0,4.0,1.53,6.5,3.8,1.53,30.0,7.0,6.52,4.31,3.92,1.56,1.53,30.0,1.85,1.77,2.13,2.0,16.0,1.0,1.95,1.91,2.02,1.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.77,10,3,7,8,-1,29,56,34,9,3,12,3,9,33,80,46,1.0,0.6842105263157895,5.421052631578948,6.052631578947368,10.36842105263158,13.473684210526317,1.368421052631579,1.8421052631578947,3.947368421052632,6.631578947368421,9.736842105263158,13.36842105263158,0,1,-5.5,0.5649717514124294,7.0,0,12.4,2.6,5,31.0,0,0,0,0,0,True,9
E0,2010-02-20,Everton,Man United,3,1,H,1,1,D,,H Webb,11,11,7,5,,,4,12,12,10,,,5,1,0,0,2009-10,4.5,3.6,1.8,4.75,3.55,1.78,4.33,3.4,1.8,4.3,3.4,1.8,5.0,3.5,1.73,4.6,3.25,1.73,4.6,3.25,1.73,4.5,3.5,1.8,4.75,3.6,1.8,4.5,3.4,1.83,33.0,5.05,4.69,3.73,3.45,1.83,1.77,30.0,2.05,1.94,1.86,1.81,24.0,0.0,3.55,3.25,1.35,1.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.94,12,4,7,2,5,34,47,28,10,3,16,2,14,43,93,45,1.8421052631578947,1.105263157894737,6.473684210526316,4.947368421052632,15.36842105263158,9.894736842105264,0.8421052631578947,1.7894736842105263,3.947368421052632,6.684210526315789,11.052631578947368,14.36842105263158,0,1,-2.7,0.5154639175257733,4.2,0,11.6,2.0,5,38.5,1,0,0,0,0,True,16
E0,2010-12-11,West Ham,Man City,1,3,A,0,1,A,,P Dowd,13,12,3,7,,,2,6,10,13,,,1,3,0,0,2010-11,4.5,3.6,1.8,4.5,3.5,1.75,4.33,3.4,1.8,4.0,3.4,1.8,4.33,3.5,1.83,4.2,3.4,1.75,4.33,3.5,1.83,4.33,3.5,1.83,4.5,3.6,1.85,4.33,3.4,1.83,37.0,4.4,4.11,3.52,3.39,2.16,1.91,36.0,2.08,1.97,1.9,1.81,20.0,0.5,2.0,1.91,2.01,1.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.97,11,3,5,7,-2,26,54,21,6,1,6,2,4,31,66,37,1.263157894736842,1.631578947368421,5.105263157894737,6.684210526315789,13.578947368421051,14.052631578947368,1.105263157894737,1.368421052631579,5.368421052631579,4.842105263157895,13.526315789473683,11.63157894736842,0,1,-2.7,0.5076142131979695,4.2,0,11.6,2.4,5,28.5,0,0,0,0,0,True,8
E0,2015-03-22,QPR,Everton,1,2,A,0,1,A,,J Moss,14,8,1,3,,,1,3,11,12,,,2,1,0,0,2014-15,3.3,3.4,2.15,3.25,3.25,2.2,,,,3.1,3.3,2.2,3.3,3.4,2.2,,,,3.3,3.3,2.2,,,,3.6,3.4,2.2,,,,47.0,3.6,3.35,3.5,3.35,2.3,2.2,44.0,2.14,2.02,1.88,1.78,24.0,0.25,2.02,1.97,1.96,1.89,3.55,3.42,2.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.02,6,2,6,9,-3,18,65,20,13,4,5,7,-2,24,58,23,1.2105263157894737,1.263157894736842,5.0,6.0,16.210526315789473,14.789473684210526,1.5263157894736843,1.105263157894737,6.105263157894737,4.684210526315789,14.0,11.31578947368421,0,0,-1.15,0.495049504950495,1.15,0,10.6,2.2,5,21.0,0,0,0,0,0,True,4
E0,2013-09-01,Liverpool,Man United,1,0,H,1,0,H,,A Marriner,10,10,5,4,,,2,7,15,15,,,2,4,0,0,2013-14,2.63,3.4,2.88,2.6,3.3,2.65,,,,2.6,3.2,2.6,2.62,3.25,2.62,,,,2.6,3.2,2.8,2.63,3.4,2.63,2.62,3.4,2.88,,,,34.0,2.64,2.52,3.4,3.28,2.98,2.81,32.0,1.94,1.85,2.02,1.95,18.0,0.0,1.86,1.81,2.12,2.05,2.59,3.36,2.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.85,7,2,6,1,5,39,94,54,5,1,11,8,3,22,66,31,2.789473684210526,0.9473684210526316,6.2105263157894735,4.842105263157895,19.526315789473685,11.473684210526317,1.1578947368421053,1.8421052631578947,5.526315789473684,5.105263157894737,14.052631578947368,11.789473684210526,1,1,0.25,0.5405405405405405,2.75,0,8.4,3.0,5,30.5,0,0,0,0,0,True,9
E0,2015-05-09,Newcastle,West Brom,1,1,D,1,1,D,,C Foy,15,8,5,3,,,7,2,11,17,,,2,3,0,0,2014-15,2.55,3.3,3.0,2.55,3.3,2.9,,,,2.3,3.3,2.9,2.45,3.3,3.0,,,,2.62,3.1,2.8,,,,2.6,3.2,3.1,,,,48.0,2.62,2.48,3.4,3.24,3.1,2.95,45.0,2.25,2.16,1.79,1.69,29.0,0.0,1.81,1.76,2.2,2.11,2.5,3.36,3.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.16,9,3,3,12,-9,30,55,16,1,0,6,7,-1,17,53,22,1.368421052631579,1.4210526315789471,6.842105263157895,4.0,14.105263157894736,10.894736842105264,1.3157894736842106,0.7368421052631579,6.0,3.789473684210526,16.789473684210527,8.947368421052632,1,0,0.4500000000000002,0.4629629629629629,1.4500000000000002,0,10.2,2.2,5,23.5,0,0,0,0,0,True,9
E0,2011-08-14,West Brom,Man United,1,2,A,1,1,D,,M Jones,14,11,8,5,,,6,5,16,9,,,3,2,0,0,2011-12,6.5,4.0,1.53,6.5,3.8,1.5,6.0,4.0,1.5,5.4,3.7,1.55,7.0,4.0,1.5,6.5,4.0,1.44,7.0,3.75,1.53,6.5,4.0,1.53,7.0,4.2,1.53,7.0,4.2,1.44,36.0,7.25,6.66,4.33,4.02,1.56,1.51,32.0,1.75,1.71,2.18,2.08,22.0,1.0,1.99,1.94,1.98,1.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.71,11,3,9,9,0,16,59,30,13,4,8,5,3,40,72,42,1.105263157894737,1.1578947368421053,6.684210526315789,5.368421052631579,13.36842105263158,12.736842105263158,0.7368421052631579,1.947368421052632,4.894736842105263,5.789473684210527,12.736842105263158,11.68421052631579,0,1,-4.97,0.5847953216374269,6.47,0,10.6,3.8,5,28.0,0,0,0,0,0,True,11
E0,2012-12-02,Norwich,Sunderland,2,1,H,2,1,H,,P Dowd,7,16,5,6,,,2,6,11,16,,,0,2,0,0,2012-13,2.1,3.3,3.6,2.05,3.3,3.6,2.05,3.3,3.6,2.15,3.3,3.2,2.2,3.3,3.2,,,,2.05,3.2,3.8,2.1,3.3,3.5,2.15,3.3,3.9,2.15,3.3,3.4,40.0,2.2,2.09,3.45,3.31,3.98,3.57,37.0,2.26,2.16,1.77,1.68,23.0,-0.25,1.88,1.79,2.18,2.09,2.1,3.43,3.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.16,9,2,4,2,2,21,49,25,4,1,6,8,-2,24,61,34,1.3157894736842106,1.0526315789473684,4.789473684210527,5.578947368421052,11.31578947368421,11.736842105263158,1.8421052631578947,1.105263157894737,7.631578947368421,4.0,16.42105263157895,8.052631578947368,1,0,1.5,0.4629629629629629,2.5,0,10.0,3.0,2,22.5,0,0,0,0,0,True,8
E0,2010-04-17,Birmingham,Hull,0,0,D,0,0,D,,M Clattenburg,10,11,7,4,,,8,1,11,12,,,0,0,0,0,2009-10,1.73,3.6,5.0,1.7,3.55,4.75,1.75,3.5,4.5,1.75,3.5,4.1,1.8,3.5,4.5,1.75,3.5,4.2,1.8,3.4,4.6,1.8,3.5,4.5,1.73,3.5,5.0,1.73,3.5,5.0,34.0,1.8,1.75,3.71,3.49,5.5,4.79,34.0,2.05,1.94,1.89,1.81,16.0,0.0,1.33,1.28,4.0,3.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.94,11,3,5,12,-7,28,49,28,9,3,6,11,-5,17,39,18,1.0,0.6842105263157895,5.421052631578948,6.052631578947368,10.36842105263158,13.473684210526317,2.421052631578948,0.631578947368421,8.578947368421053,3.0,17.31578947368421,7.2105263157894735,1,1,3.27,0.5154639175257733,5.77,0,18.0,1.0,1,22.5,0,0,0,1,0,True,9
E0,2017-05-21,Man United,Crystal Palace,2,0,H,2,0,H,,A Taylor,9,6,2,1,,,3,6,16,10,,,2,0,0,0,2016-17,2.5,3.3,3.1,2.45,3.4,2.9,,,,2.4,3.3,2.95,2.6,3.25,2.7,,,,2.5,3.3,2.8,,,,2.5,3.4,3.0,,,,43.0,2.6,2.48,3.5,3.31,3.19,2.94,41.0,2.11,1.99,1.9,1.81,19.0,-0.25,2.19,2.11,1.85,1.79,2.44,3.4,3.14,2.35,3.38,3.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.99,9,2,2,5,-3,24,44,14,6,2,6,9,-3,25,45,15,1.368421052631579,0.631578947368421,7.315789473684211,3.3684210526315788,17.736842105263158,8.526315789473685,2.0,1.368421052631579,6.315789473684211,5.2631578947368425,15.31578947368421,11.263157894736842,1,1,0.6000000000000001,0.5025125628140703,3.1,0,11.8,1.8,5,24.5,0,0,0,0,0,True,9
E0,2011-12-05,Fulham,Liverpool,1,0,H,0,0,D,,K Friend,19,17,13,9,,,2,10,12,9,,,3,1,0,1,2011-12,3.5,3.4,2.1,3.4,3.3,2.2,3.2,3.25,2.2,3.2,3.2,2.1,3.4,3.4,2.1,3.4,3.3,2.1,3.3,3.2,2.25,3.6,3.3,2.1,3.5,3.4,2.2,3.4,3.2,2.2,45.0,3.6,3.37,3.43,3.27,2.25,2.17,42.0,2.18,2.07,1.8,1.74,27.0,0.25,2.05,1.98,1.93,1.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.07,2,0,5,7,-2,27,71,48,3,0,6,3,3,44,86,44,1.894736842105263,1.368421052631579,5.7368421052631575,4.894736842105263,15.894736842105264,12.736842105263158,1.263157894736842,1.2105263157894737,4.684210526315789,7.105263157894737,11.894736842105264,14.473684210526317,0,0,-1.4,0.4830917874396135,1.4,0,8.6,2.6,5,35.5,1,0,0,0,0,True,12
E0,2013-04-20,QPR,Stoke,0,2,A,0,1,A,,C Foy,25,11,11,4,,,5,5,8,14,,,1,2,0,0,2012-13,2.25,3.4,3.5,2.1,3.4,3.4,2.1,3.4,3.4,2.2,3.3,3.1,2.2,3.25,3.3,,,,2.3,3.2,3.2,2.2,3.3,3.5,2.3,3.2,3.6,2.2,3.2,3.4,39.0,2.3,2.21,3.4,3.27,3.64,3.34,37.0,2.29,2.17,1.76,1.67,24.0,-0.25,1.94,1.9,2.04,1.97,2.24,3.34,3.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.17,13,4,8,10,-2,23,66,37,7,2,2,8,-6,21,49,20,0.6842105263157895,1.4736842105263157,4.684210526315789,6.684210526315789,13.947368421052632,13.0,1.2105263157894737,0.6842105263157895,6.947368421052632,3.473684210526316,14.68421052631579,7.842105263157895,1,0,1.25,0.4608294930875576,2.25,0,11.333333333333334,2.333333333333333,3,22.0,0,0,0,0,0,True,10
